tmc_code,speed,historical_average_speed,reference_speed,travel_time_minutes,NPMRDS2 2021,timestamp,crash_count,crash,year,month,day,hour,day_of_week,day_name,is_weekend
113+04195,66.7,58,68,0.94,7382,7/18/2022 15:00,0,0,2022,7,18,15,0,Monday,0
113+04195,63.55,44,68,0.99,8003,7/18/2022 16:00,0,0,2022,7,18,16,0,Monday,0
113+04195,66.11,43,68,0.95,7114,7/18/2022 17:00,0,0,2022,7,18,17,0,Monday,0
113+04195,69.81,63,68,0.9,5111,7/18/2022 18:00,0,0,2022,7,18,18,0,Monday,0
113+04195,70.83,64,68,0.89,3718,7/18/2022 19:00,0,0,2022,7,18,19,0,Monday,0
113+04195,67.28,62,68,0.94,3151,7/18/2022 20:00,0,0,2022,7,18,20,0,Monday,0
113+04195,69.53,51,68,0.91,2830,7/18/2022 21:00,0,0,2022,7,18,21,0,Monday,0
113+04195,69.82,53,68,0.9,2255,7/18/2022 22:00,0,0,2022,7,18,22,0,Monday,0
113+04195,70.36,63,68,0.9,1526,7/18/2022 23:00,0,0,2022,7,18,23,0,Monday,0
113+04195,72.89,60,68,0.86,854,7/19/2022 0:00,0,0,2022,7,19,0,1,Tuesday,0
113+04195,68.38,62,68,0.92,558,7/19/2022 1:00,0,0,2022,7,19,1,1,Tuesday,0
113+04195,67.86,61,68,0.93,432,7/19/2022 2:00,0,0,2022,7,19,2,1,Tuesday,0
113+04195,68.29,61,68,0.92,423,7/19/2022 3:00,0,0,2022,7,19,3,1,Tuesday,0
113+04195,68.55,63,68,0.92,737,7/19/2022 4:00,0,0,2022,7,19,4,1,Tuesday,0
113+04195,71.39,62,68,0.88,1886,7/19/2022 5:00,0,0,2022,7,19,5,1,Tuesday,0
113+04195,70.09,63,68,0.9,4114,7/19/2022 6:00,0,0,2022,7,19,6,1,Tuesday,0
113+04195,70.38,60,68,0.89,5307,7/19/2022 7:00,0,0,2022,7,19,7,1,Tuesday,0
113+04195,68.81,61,68,0.92,4644,7/19/2022 8:00,0,0,2022,7,19,8,1,Tuesday,0
113+04195,68.72,62,68,0.92,4150,7/19/2022 9:00,0,0,2022,7,19,9,1,Tuesday,0
113+04195,68.83,62,68,0.91,4384,7/19/2022 10:00,0,0,2022,7,19,10,1,Tuesday,0
113+04195,67.97,63,68,0.93,4789,7/19/2022 11:00,0,0,2022,7,19,11,1,Tuesday,0
113+04195,68.81,63,68,0.92,4983,7/19/2022 12:00,0,0,2022,7,19,12,1,Tuesday,0
113+04195,68.72,62,68,0.92,5298,7/19/2022 13:00,0,0,2022,7,19,13,1,Tuesday,0
113+04195,68.97,61,68,0.91,6171,7/19/2022 14:00,0,0,2022,7,19,14,1,Tuesday,0
113+04195,65.92,54,68,0.96,7382,7/19/2022 15:00,0,0,2022,7,19,15,1,Tuesday,0
113+04195,65.38,32,68,0.96,8003,7/19/2022 16:00,0,0,2022,7,19,16,1,Tuesday,0
113+04195,61.51,31,68,1.02,7114,7/19/2022 17:00,0,0,2022,7,19,17,1,Tuesday,0
113+04195,70.48,60,68,0.89,5111,7/19/2022 18:00,0,0,2022,7,19,18,1,Tuesday,0
113+04195,69.71,64,68,0.9,3718,7/19/2022 19:00,0,0,2022,7,19,19,1,Tuesday,0
113+04195,68.92,62,68,0.91,3151,7/19/2022 20:00,0,0,2022,7,19,20,1,Tuesday,0
113+04195,69.99,63,68,0.9,2830,7/19/2022 21:00,0,0,2022,7,19,21,1,Tuesday,0
113+04195,70.76,63,68,0.89,2255,7/19/2022 22:00,0,0,2022,7,19,22,1,Tuesday,0
113+04195,70.56,55,68,0.89,1526,7/19/2022 23:00,0,0,2022,7,19,23,1,Tuesday,0
113+04195,69.78,61,68,0.9,854,7/20/2022 0:00,0,0,2022,7,20,0,2,Wednesday,0
113+04195,67.74,62,68,0.93,558,7/20/2022 1:00,0,0,2022,7,20,1,2,Wednesday,0
113+04195,68.76,61,68,0.92,432,7/20/2022 2:00,0,0,2022,7,20,2,2,Wednesday,0
113+04195,67.15,63,68,0.94,423,7/20/2022 3:00,0,0,2022,7,20,3,2,Wednesday,0
113+04195,65.31,63,68,0.96,737,7/20/2022 4:00,0,0,2022,7,20,4,2,Wednesday,0
113+04195,70.84,62,68,0.89,1886,7/20/2022 5:00,0,0,2022,7,20,5,2,Wednesday,0
113+04195,71.98,63,68,0.88,4114,7/20/2022 6:00,0,0,2022,7,20,6,2,Wednesday,0
113+04195,69.48,61,68,0.91,5307,7/20/2022 7:00,0,0,2022,7,20,7,2,Wednesday,0
113+04195,70.17,62,68,0.9,4644,7/20/2022 8:00,0,0,2022,7,20,8,2,Wednesday,0
113+04195,68.77,53,68,0.92,4150,7/20/2022 9:00,0,0,2022,7,20,9,2,Wednesday,0
113+04195,68.45,35,68,0.92,4384,7/20/2022 10:00,0,0,2022,7,20,10,2,Wednesday,0
113+04195,67.56,38,68,0.93,4789,7/20/2022 11:00,0,0,2022,7,20,11,2,Wednesday,0
113+04195,68.62,41,68,0.92,4983,7/20/2022 12:00,0,0,2022,7,20,12,2,Wednesday,0
113+04195,68.54,39,68,0.92,5298,7/20/2022 13:00,0,0,2022,7,20,13,2,Wednesday,0
113+04195,67.07,44,68,0.94,6171,7/20/2022 14:00,0,0,2022,7,20,14,2,Wednesday,0
113+04195,67,52,68,0.94,7382,7/20/2022 15:00,0,0,2022,7,20,15,2,Wednesday,0
113+04195,57.21,32,68,1.1,8003,7/20/2022 16:00,0,0,2022,7,20,16,2,Wednesday,0
113+04195,24.81,28,68,2.54,7114,7/20/2022 17:00,0,0,2022,7,20,17,2,Wednesday,0
113+04195,67.41,60,68,0.93,5111,7/20/2022 18:00,0,0,2022,7,20,18,2,Wednesday,0
113+04195,71.37,63,68,0.88,3718,7/20/2022 19:00,0,0,2022,7,20,19,2,Wednesday,0
113+04195,69.53,62,68,0.91,3151,7/20/2022 20:00,0,0,2022,7,20,20,2,Wednesday,0
113+04195,68.96,62,68,0.91,2830,7/20/2022 21:00,0,0,2022,7,20,21,2,Wednesday,0
113+04195,68.53,61,68,0.92,2255,7/20/2022 22:00,0,0,2022,7,20,22,2,Wednesday,0
113+04195,71.08,62,68,0.89,1526,7/20/2022 23:00,0,0,2022,7,20,23,2,Wednesday,0
113+04195,67.54,62,68,0.93,854,7/21/2022 0:00,0,0,2022,7,21,0,3,Thursday,0
113+04195,69.19,61,68,0.91,558,7/21/2022 1:00,0,0,2022,7,21,1,3,Thursday,0
113+04195,67.92,61,68,0.93,432,7/21/2022 2:00,0,0,2022,7,21,2,3,Thursday,0
113+04195,68,62,68,0.93,423,7/21/2022 3:00,0,0,2022,7,21,3,3,Thursday,0
113+04195,69.12,61,68,0.91,737,7/21/2022 4:00,0,0,2022,7,21,4,3,Thursday,0
113+04195,68.37,61,68,0.92,1886,7/21/2022 5:00,0,0,2022,7,21,5,3,Thursday,0
113+04195,70.53,62,68,0.89,4114,7/21/2022 6:00,0,0,2022,7,21,6,3,Thursday,0
113+04195,68.71,61,68,0.92,5307,7/21/2022 7:00,0,0,2022,7,21,7,3,Thursday,0
113+04195,68.93,61,68,0.91,4644,7/21/2022 8:00,0,0,2022,7,21,8,3,Thursday,0
113+04195,68.69,62,68,0.92,4150,7/21/2022 9:00,0,0,2022,7,21,9,3,Thursday,0
113+04195,68.54,59,68,0.92,4384,7/21/2022 10:00,0,0,2022,7,21,10,3,Thursday,0
113+04195,68.22,62,68,0.92,4789,7/21/2022 11:00,0,0,2022,7,21,11,3,Thursday,0
113+04195,67.36,62,68,0.94,4983,7/21/2022 12:00,0,0,2022,7,21,12,3,Thursday,0
113+04195,67.78,61,68,0.93,5298,7/21/2022 13:00,1,1,2022,7,21,13,3,Thursday,0
113+04195,67.71,59,68,0.93,6171,7/21/2022 14:00,0,0,2022,7,21,14,3,Thursday,0
113+04195,60.86,50,68,1.03,7382,7/21/2022 15:00,0,0,2022,7,21,15,3,Thursday,0
113+04195,60.34,32,68,1.04,8003,7/21/2022 16:00,0,0,2022,7,21,16,3,Thursday,0
113+04195,54.74,30,68,1.15,7114,7/21/2022 17:00,0,0,2022,7,21,17,3,Thursday,0
113+04195,68.92,60,68,0.91,5111,7/21/2022 18:00,0,0,2022,7,21,18,3,Thursday,0
113+04195,68.57,62,68,0.92,3718,7/21/2022 19:00,0,0,2022,7,21,19,3,Thursday,0
113+04195,69.08,62,68,0.91,3151,7/21/2022 20:00,0,0,2022,7,21,20,3,Thursday,0
113+04195,67.97,63,68,0.93,2830,7/21/2022 21:00,0,0,2022,7,21,21,3,Thursday,0
113+04195,70.07,63,68,0.9,2255,7/21/2022 22:00,0,0,2022,7,21,22,3,Thursday,0
113+04195,70.43,63,68,0.89,1526,7/21/2022 23:00,0,0,2022,7,21,23,3,Thursday,0
113+04195,69.87,63,68,0.9,894,7/22/2022 0:00,0,0,2022,7,22,0,4,Friday,0
113+04195,68.42,62,68,0.92,584,7/22/2022 1:00,0,0,2022,7,22,1,4,Friday,0
113+04195,72.33,57,68,0.87,452,7/22/2022 2:00,0,0,2022,7,22,2,4,Friday,0
113+04195,66.27,62,68,0.95,443,7/22/2022 3:00,0,0,2022,7,22,3,4,Friday,0
113+04195,69.99,63,68,0.9,771,7/22/2022 4:00,0,0,2022,7,22,4,4,Friday,0
113+04195,68.47,62,68,0.92,1975,7/22/2022 5:00,0,0,2022,7,22,5,4,Friday,0
113+04195,71.08,64,68,0.89,4310,7/22/2022 6:00,0,0,2022,7,22,6,4,Friday,0
113+04195,70.42,62,68,0.89,5561,7/22/2022 7:00,0,0,2022,7,22,7,4,Friday,0
113+04195,69.43,63,68,0.91,4865,7/22/2022 8:00,0,0,2022,7,22,8,4,Friday,0
113+04195,68.86,63,68,0.91,4346,7/22/2022 9:00,0,0,2022,7,22,9,4,Friday,0
113+04195,67.24,62,68,0.94,4592,7/22/2022 10:00,0,0,2022,7,22,10,4,Friday,0
113+04195,67.86,63,68,0.93,5016,7/22/2022 11:00,0,0,2022,7,22,11,4,Friday,0
113+04195,68.23,62,68,0.92,5221,7/22/2022 12:00,0,0,2022,7,22,12,4,Friday,0
113+04195,67.93,62,68,0.93,5551,7/22/2022 13:00,0,0,2022,7,22,13,4,Friday,0
113+04195,66.55,62,68,0.95,6464,7/22/2022 14:00,0,0,2022,7,22,14,4,Friday,0
113+04195,64.61,54,68,0.97,7735,7/22/2022 15:00,0,0,2022,7,22,15,4,Friday,0
113+04195,65.43,45,68,0.96,8384,7/22/2022 16:00,0,0,2022,7,22,16,4,Friday,0
113+04195,64.35,43,68,0.98,7452,7/22/2022 17:00,0,0,2022,7,22,17,4,Friday,0
113+04195,69.07,61,68,0.91,5353,7/22/2022 18:00,0,0,2022,7,22,18,4,Friday,0
113+04195,71.1,63,68,0.89,3895,7/22/2022 19:00,0,0,2022,7,22,19,4,Friday,0
113+04195,68.82,63,68,0.92,3303,7/22/2022 20:00,0,0,2022,7,22,20,4,Friday,0
113+04195,67.06,63,68,0.94,2965,7/22/2022 21:00,0,0,2022,7,22,21,4,Friday,0
113+04195,68.25,64,68,0.92,2363,7/22/2022 22:00,0,0,2022,7,22,22,4,Friday,0
113+04195,71.9,63,68,0.88,1600,7/22/2022 23:00,0,0,2022,7,22,23,4,Friday,0
113+04195,71.37,64,68,0.88,1440,7/23/2022 0:00,0,0,2022,7,23,0,5,Saturday,1
113+04195,69.79,64,68,0.9,1001,7/23/2022 1:00,0,0,2022,7,23,1,5,Saturday,1
113+04195,67.98,62,68,0.93,701,7/23/2022 2:00,0,0,2022,7,23,2,5,Saturday,1
113+04195,68.01,62,68,0.93,508,7/23/2022 3:00,0,0,2022,7,23,3,5,Saturday,1
113+04195,68.85,61,68,0.91,593,7/23/2022 4:00,0,0,2022,7,23,4,5,Saturday,1
113+04195,68.61,60,68,0.92,1031,7/23/2022 5:00,0,0,2022,7,23,5,5,Saturday,1
113+04195,71.26,63,68,0.88,1763,7/23/2022 6:00,0,0,2022,7,23,6,5,Saturday,1
113+04195,70,63,68,0.9,2433,7/23/2022 7:00,0,0,2022,7,23,7,5,Saturday,1
113+04195,73.01,62,68,0.86,3126,7/23/2022 8:00,0,0,2022,7,23,8,5,Saturday,1
113+04195,71.87,63,68,0.88,3880,7/23/2022 9:00,0,0,2022,7,23,9,5,Saturday,1
113+04195,70.07,60,68,0.9,4580,7/23/2022 10:00,0,0,2022,7,23,10,5,Saturday,1
113+04195,70.07,42,68,0.9,5142,7/23/2022 11:00,0,0,2022,7,23,11,5,Saturday,1
113+04195,68.74,61,68,0.92,5452,7/23/2022 12:00,0,0,2022,7,23,12,5,Saturday,1
113+04195,68.42,61,68,0.92,5452,7/23/2022 13:00,0,0,2022,7,23,13,5,Saturday,1
113+04195,69.12,60,68,0.91,5505,7/23/2022 14:00,0,0,2022,7,23,14,5,Saturday,1
113+04195,69.64,61,68,0.9,5572,7/23/2022 15:00,0,0,2022,7,23,15,5,Saturday,1
113+04195,70.22,62,68,0.9,5504,7/23/2022 16:00,0,0,2022,7,23,16,5,Saturday,1
113+04195,69.35,64,68,0.91,5158,7/23/2022 17:00,0,0,2022,7,23,17,5,Saturday,1
113+04195,70.34,63,68,0.9,4465,7/23/2022 18:00,0,0,2022,7,23,18,5,Saturday,1
113+04195,70.3,63,68,0.9,3696,7/23/2022 19:00,0,0,2022,7,23,19,5,Saturday,1
113+04195,69.17,62,68,0.91,3126,7/23/2022 20:00,0,0,2022,7,23,20,5,Saturday,1
113+04195,69.11,62,68,0.91,2756,7/23/2022 21:00,0,0,2022,7,23,21,5,Saturday,1
113+04195,69.72,62,68,0.9,2279,7/23/2022 22:00,0,0,2022,7,23,22,5,Saturday,1
113+04195,69.86,62,68,0.9,1825,7/23/2022 23:00,0,0,2022,7,23,23,5,Saturday,1
113+04195,68.45,62,68,0.92,1280,7/24/2022 0:00,0,0,2022,7,24,0,6,Sunday,1
113+04195,70.67,63,68,0.89,889,7/24/2022 1:00,0,0,2022,7,24,1,6,Sunday,1
113+04195,69.33,63,68,0.91,623,7/24/2022 2:00,0,0,2022,7,24,2,6,Sunday,1
113+04195,72.68,62,68,0.87,450,7/24/2022 3:00,0,0,2022,7,24,3,6,Sunday,1
113+04195,69.58,61,68,0.91,526,7/24/2022 4:00,0,0,2022,7,24,4,6,Sunday,1
113+04195,70.03,62,68,0.9,916,7/24/2022 5:00,0,0,2022,7,24,5,6,Sunday,1
113+04195,70.37,63,68,0.89,1568,7/24/2022 6:00,0,0,2022,7,24,6,6,Sunday,1
113+04195,72.24,63,68,0.87,2162,7/24/2022 7:00,0,0,2022,7,24,7,6,Sunday,1
113+04195,70.42,63,68,0.89,2779,7/24/2022 8:00,0,0,2022,7,24,8,6,Sunday,1
113+04195,71.31,64,68,0.88,3450,7/24/2022 9:00,0,0,2022,7,24,9,6,Sunday,1
113+04195,71.19,64,68,0.88,4072,7/24/2022 10:00,0,0,2022,7,24,10,6,Sunday,1
113+04195,72.04,65,68,0.87,4572,7/24/2022 11:00,0,0,2022,7,24,11,6,Sunday,1
113+04195,69.55,63,68,0.91,4844,7/24/2022 12:00,0,0,2022,7,24,12,6,Sunday,1
113+04195,69.63,64,68,0.9,4844,7/24/2022 13:00,0,0,2022,7,24,13,6,Sunday,1
113+04195,70.77,64,68,0.89,4893,7/24/2022 14:00,0,0,2022,7,24,14,6,Sunday,1
113+04195,71.27,64,68,0.88,4956,7/24/2022 15:00,0,0,2022,7,24,15,6,Sunday,1
113+04195,71.87,65,68,0.88,4893,7/24/2022 16:00,0,0,2022,7,24,16,6,Sunday,1
113+04195,71.39,64,68,0.88,4585,7/24/2022 17:00,0,0,2022,7,24,17,6,Sunday,1
113+04195,69.74,65,68,0.9,3970,7/24/2022 18:00,0,0,2022,7,24,18,6,Sunday,1
113+04195,70.87,64,68,0.89,3286,7/24/2022 19:00,0,0,2022,7,24,19,6,Sunday,1
113+04195,68.53,63,68,0.92,2778,7/24/2022 20:00,0,0,2022,7,24,20,6,Sunday,1
113+04195,70.82,61,68,0.89,2450,7/24/2022 21:00,0,0,2022,7,24,21,6,Sunday,1
113+04195,70,61,68,0.9,2025,7/24/2022 22:00,0,0,2022,7,24,22,6,Sunday,1
113+04195,70.73,61,68,0.89,1622,7/24/2022 23:00,0,0,2022,7,24,23,6,Sunday,1
113+04195,71.4,63,68,0.88,854,7/25/2022 0:00,0,0,2022,7,25,0,0,Monday,0
113+04195,58.71,61,68,1.07,558,7/25/2022 1:00,0,0,2022,7,25,1,0,Monday,0
113+04195,13.65,57,68,4.61,432,7/25/2022 2:00,0,0,2022,7,25,2,0,Monday,0
113+04195,67.23,62,68,0.94,423,7/25/2022 3:00,0,0,2022,7,25,3,0,Monday,0
113+04195,68.18,62,68,0.92,737,7/25/2022 4:00,0,0,2022,7,25,4,0,Monday,0
113+04195,70.5,62,68,0.89,1886,7/25/2022 5:00,0,0,2022,7,25,5,0,Monday,0
113+04195,71.25,62,68,0.88,4114,7/25/2022 6:00,0,0,2022,7,25,6,0,Monday,0
113+04195,71.01,62,68,0.89,5307,7/25/2022 7:00,0,0,2022,7,25,7,0,Monday,0
113+04195,68.79,62,68,0.92,4644,7/25/2022 8:00,0,0,2022,7,25,8,0,Monday,0
113+04195,69.25,62,68,0.91,4150,7/25/2022 9:00,0,0,2022,7,25,9,0,Monday,0
113+04195,69.02,63,68,0.91,4384,7/25/2022 10:00,0,0,2022,7,25,10,0,Monday,0
113+04195,69.29,63,68,0.91,4789,7/25/2022 11:00,0,0,2022,7,25,11,0,Monday,0
113+04195,68.71,62,68,0.92,4983,7/25/2022 12:00,0,0,2022,7,25,12,0,Monday,0
113+04195,69.55,63,68,0.91,5298,7/25/2022 13:00,0,0,2022,7,25,13,0,Monday,0
113+04195,68.79,61,68,0.92,6171,7/25/2022 14:00,0,0,2022,7,25,14,0,Monday,0
113+04195,67.8,58,68,0.93,7382,7/25/2022 15:00,0,0,2022,7,25,15,0,Monday,0
113+04195,56.52,44,68,1.11,8003,7/25/2022 16:00,0,0,2022,7,25,16,0,Monday,0
113+04195,66.3,43,68,0.95,7114,7/25/2022 17:00,0,0,2022,7,25,17,0,Monday,0
113+04195,69.62,63,68,0.9,5111,7/25/2022 18:00,0,0,2022,7,25,18,0,Monday,0
113+04195,69.66,64,68,0.9,3718,7/25/2022 19:00,0,0,2022,7,25,19,0,Monday,0
113+04195,69.07,62,68,0.91,3151,7/25/2022 20:00,0,0,2022,7,25,20,0,Monday,0
113+04195,64.05,51,68,0.98,2830,7/25/2022 21:00,0,0,2022,7,25,21,0,Monday,0
113+04195,68.96,53,68,0.91,2255,7/25/2022 22:00,0,0,2022,7,25,22,0,Monday,0
113+04195,70.41,63,68,0.89,1526,7/25/2022 23:00,0,0,2022,7,25,23,0,Monday,0
113+04195,72.67,60,68,0.87,854,7/26/2022 0:00,0,0,2022,7,26,0,1,Tuesday,0
113+04195,72.14,62,68,0.87,558,7/26/2022 1:00,0,0,2022,7,26,1,1,Tuesday,0
113+04195,70.67,61,68,0.89,432,7/26/2022 2:00,0,0,2022,7,26,2,1,Tuesday,0
113+04195,64.95,61,68,0.97,423,7/26/2022 3:00,0,0,2022,7,26,3,1,Tuesday,0
113+04195,65.25,63,68,0.97,737,7/26/2022 4:00,0,0,2022,7,26,4,1,Tuesday,0
113+04195,68.01,62,68,0.93,1886,7/26/2022 5:00,0,0,2022,7,26,5,1,Tuesday,0
113+04195,72.75,63,68,0.87,4114,7/26/2022 6:00,0,0,2022,7,26,6,1,Tuesday,0
113+04195,68.66,60,68,0.92,5307,7/26/2022 7:00,0,0,2022,7,26,7,1,Tuesday,0
113+04195,68.35,61,68,0.92,4644,7/26/2022 8:00,0,0,2022,7,26,8,1,Tuesday,0
113+04195,69.19,62,68,0.91,4150,7/26/2022 9:00,0,0,2022,7,26,9,1,Tuesday,0
113+04195,68.63,62,68,0.92,4384,7/26/2022 10:00,0,0,2022,7,26,10,1,Tuesday,0
113+04195,69.11,63,68,0.91,4789,7/26/2022 11:00,0,0,2022,7,26,11,1,Tuesday,0
113+04195,69.47,63,68,0.91,4983,7/26/2022 12:00,0,0,2022,7,26,12,1,Tuesday,0
113+04195,69.32,62,68,0.91,5298,7/26/2022 13:00,0,0,2022,7,26,13,1,Tuesday,0
113+04195,68.97,61,68,0.91,6171,7/26/2022 14:00,0,0,2022,7,26,14,1,Tuesday,0
113+04195,67.18,54,68,0.94,7382,7/26/2022 15:00,0,0,2022,7,26,15,1,Tuesday,0
113+04195,64.52,32,68,0.98,8003,7/26/2022 16:00,0,0,2022,7,26,16,1,Tuesday,0
113+04195,56.94,31,68,1.11,7114,7/26/2022 17:00,0,0,2022,7,26,17,1,Tuesday,0
113+04195,70.16,60,68,0.9,5111,7/26/2022 18:00,0,0,2022,7,26,18,1,Tuesday,0
113+04195,68.72,64,68,0.92,3718,7/26/2022 19:00,0,0,2022,7,26,19,1,Tuesday,0
113+04195,66.79,62,68,0.94,3151,7/26/2022 20:00,0,0,2022,7,26,20,1,Tuesday,0
113+04195,67.84,63,68,0.93,2830,7/26/2022 21:00,0,0,2022,7,26,21,1,Tuesday,0
113+04195,68.53,63,68,0.92,2255,7/26/2022 22:00,0,0,2022,7,26,22,1,Tuesday,0
113+04195,70.2,55,68,0.9,1526,7/26/2022 23:00,0,0,2022,7,26,23,1,Tuesday,0
113+04195,72.37,61,68,0.87,854,7/27/2022 0:00,0,0,2022,7,27,0,2,Wednesday,0
113+04195,68.97,62,68,0.91,558,7/27/2022 1:00,0,0,2022,7,27,1,2,Wednesday,0
113+04195,65.37,61,68,0.96,432,7/27/2022 2:00,0,0,2022,7,27,2,2,Wednesday,0
113+04195,68.66,63,68,0.92,423,7/27/2022 3:00,0,0,2022,7,27,3,2,Wednesday,0
113+04195,66.57,63,68,0.95,737,7/27/2022 4:00,0,0,2022,7,27,4,2,Wednesday,0
113+04195,66.96,62,68,0.94,1886,7/27/2022 5:00,0,0,2022,7,27,5,2,Wednesday,0
113+04195,70.76,63,68,0.89,4114,7/27/2022 6:00,0,0,2022,7,27,6,2,Wednesday,0
113+04195,68.36,61,68,0.92,5307,7/27/2022 7:00,0,0,2022,7,27,7,2,Wednesday,0
113+04195,67.92,62,68,0.93,4644,7/27/2022 8:00,0,0,2022,7,27,8,2,Wednesday,0
113+04195,69.92,53,68,0.9,4150,7/27/2022 9:00,0,0,2022,7,27,9,2,Wednesday,0
113+04195,68.23,35,68,0.92,4384,7/27/2022 10:00,0,0,2022,7,27,10,2,Wednesday,0
113+04195,68.48,38,68,0.92,4789,7/27/2022 11:00,0,0,2022,7,27,11,2,Wednesday,0
113+04195,68.19,41,68,0.92,4983,7/27/2022 12:00,0,0,2022,7,27,12,2,Wednesday,0
113+04195,68.65,39,68,0.92,5298,7/27/2022 13:00,0,0,2022,7,27,13,2,Wednesday,0
113+04195,68.36,44,68,0.92,6171,7/27/2022 14:00,0,0,2022,7,27,14,2,Wednesday,0
113+04195,65.95,52,68,0.95,7382,7/27/2022 15:00,0,0,2022,7,27,15,2,Wednesday,0
113+04195,62.34,32,68,1.01,8003,7/27/2022 16:00,0,0,2022,7,27,16,2,Wednesday,0
113+04195,52.25,28,68,1.21,7114,7/27/2022 17:00,0,0,2022,7,27,17,2,Wednesday,0
113+04195,69.36,60,68,0.91,5111,7/27/2022 18:00,1,1,2022,7,27,18,2,Wednesday,0
113+04195,71.59,63,68,0.88,3718,7/27/2022 19:00,0,0,2022,7,27,19,2,Wednesday,0
113+04195,67.54,62,68,0.93,3151,7/27/2022 20:00,0,0,2022,7,27,20,2,Wednesday,0
113+04195,69.85,62,68,0.9,2830,7/27/2022 21:00,0,0,2022,7,27,21,2,Wednesday,0
113+04195,68.6,61,68,0.92,2255,7/27/2022 22:00,0,0,2022,7,27,22,2,Wednesday,0
113+04195,70.49,62,68,0.89,1526,7/27/2022 23:00,0,0,2022,7,27,23,2,Wednesday,0
113+04195,67.91,62,68,0.93,854,7/28/2022 0:00,0,0,2022,7,28,0,3,Thursday,0
113+04195,67.77,61,68,0.93,558,7/28/2022 1:00,0,0,2022,7,28,1,3,Thursday,0
113+04195,67.93,61,68,0.93,432,7/28/2022 2:00,0,0,2022,7,28,2,3,Thursday,0
113+04195,68.77,62,68,0.92,423,7/28/2022 3:00,0,0,2022,7,28,3,3,Thursday,0
113+04195,67.53,61,68,0.93,737,7/28/2022 4:00,0,0,2022,7,28,4,3,Thursday,0
113+04195,68.28,61,68,0.92,1886,7/28/2022 5:00,0,0,2022,7,28,5,3,Thursday,0
113+04195,70.59,62,68,0.89,4114,7/28/2022 6:00,0,0,2022,7,28,6,3,Thursday,0
113+04195,68.48,61,68,0.92,5307,7/28/2022 7:00,0,0,2022,7,28,7,3,Thursday,0
113+04195,69.45,61,68,0.91,4644,7/28/2022 8:00,0,0,2022,7,28,8,3,Thursday,0
113+04195,67.77,62,68,0.93,4150,7/28/2022 9:00,0,0,2022,7,28,9,3,Thursday,0
113+04195,68.26,59,68,0.92,4384,7/28/2022 10:00,0,0,2022,7,28,10,3,Thursday,0
113+04195,66.95,62,68,0.94,4789,7/28/2022 11:00,0,0,2022,7,28,11,3,Thursday,0
113+04195,66.13,62,68,0.95,4983,7/28/2022 12:00,0,0,2022,7,28,12,3,Thursday,0
113+04195,67.29,61,68,0.94,5298,7/28/2022 13:00,0,0,2022,7,28,13,3,Thursday,0
113+04195,68.06,59,68,0.93,6171,7/28/2022 14:00,0,0,2022,7,28,14,3,Thursday,0
113+04195,65.37,50,68,0.96,7382,7/28/2022 15:00,0,0,2022,7,28,15,3,Thursday,0
113+04195,63.91,32,68,0.99,8003,7/28/2022 16:00,0,0,2022,7,28,16,3,Thursday,0
113+04195,49.61,30,68,1.27,7114,7/28/2022 17:00,0,0,2022,7,28,17,3,Thursday,0
113+04195,68.13,60,68,0.92,5111,7/28/2022 18:00,0,0,2022,7,28,18,3,Thursday,0
113+04195,70.18,62,68,0.9,3718,7/28/2022 19:00,0,0,2022,7,28,19,3,Thursday,0
113+04195,67.39,62,68,0.93,3151,7/28/2022 20:00,0,0,2022,7,28,20,3,Thursday,0
113+04195,70.08,63,68,0.9,2830,7/28/2022 21:00,0,0,2022,7,28,21,3,Thursday,0
113+04195,70.31,63,68,0.9,2255,7/28/2022 22:00,0,0,2022,7,28,22,3,Thursday,0
113+04195,70.13,63,68,0.9,1526,7/28/2022 23:00,0,0,2022,7,28,23,3,Thursday,0
113+04195,67.97,63,68,0.93,894,7/29/2022 0:00,0,0,2022,7,29,0,4,Friday,0
113+04195,67.47,62,68,0.93,584,7/29/2022 1:00,0,0,2022,7,29,1,4,Friday,0
113+04195,65.52,57,68,0.96,452,7/29/2022 2:00,0,0,2022,7,29,2,4,Friday,0
113+04195,70.39,62,68,0.89,443,7/29/2022 3:00,0,0,2022,7,29,3,4,Friday,0
113+04195,68.35,63,68,0.92,771,7/29/2022 4:00,0,0,2022,7,29,4,4,Friday,0
113+04195,66.38,62,68,0.95,1975,7/29/2022 5:00,0,0,2022,7,29,5,4,Friday,0
113+04195,55.52,64,68,1.13,4310,7/29/2022 6:00,0,0,2022,7,29,6,4,Friday,0
113+04195,62.95,62,68,1,5561,7/29/2022 7:00,0,0,2022,7,29,7,4,Friday,0
113+04195,61.1,63,68,1.03,4865,7/29/2022 8:00,0,0,2022,7,29,8,4,Friday,0
113+04195,65.14,63,68,0.97,4346,7/29/2022 9:00,0,0,2022,7,29,9,4,Friday,0
113+04195,66.87,62,68,0.94,4592,7/29/2022 10:00,0,0,2022,7,29,10,4,Friday,0
113+04195,66.68,63,68,0.94,5016,7/29/2022 11:00,0,0,2022,7,29,11,4,Friday,0
113+04195,68.64,62,68,0.92,5221,7/29/2022 12:00,0,0,2022,7,29,12,4,Friday,0
113+04195,68.24,62,68,0.92,5551,7/29/2022 13:00,0,0,2022,7,29,13,4,Friday,0
